260042|12276821|1|18.33
260042|12266894|1|25.50
260042|BN000210|2|0.00
260042|12380801|2|10.24
260042|12357039|12|18.83
260042|12342970|1|22.37
260043|12302494|1|15.46
260043|12330319|1|5.40
260085|12330319|1|5.40
260085|12262529|2|10.01
260085|12162636|1|10.20
260085|12370836|1|26.68
260176|12380801|1|5.12
260176|12330319|1|5.40
260176|12302494|1|15.46
260215|12307075|1|7.33
260215|12380801|3|15.36
260215|12370836|1|26.68
260224|12291834|1|25.08
260224|12266894|1|25.50
260268|12341298|1|15.26
260271|12338581|1|25.15
260271|12342970|1|22.37
260271|BN000208|3|0.00
260271|BN000211|1|0.00
260271|12266894|1|25.50
260271|12276820|1|16.96
260271|12276821|1|18.33
260271|12291834|1|25.08
260271|12302494|1|15.46
260271|12330319|3|16.23
260273|12302494|1|15.46
260273|12276821|1|18.33
260273|12357039|12|18.83
260280|12370836|1|26.68
260280|12188190|1|3.00
260280|12291834|1|25.08
260302|12370836|1|26.68
260328|12342970|1|22.37
260328|12374032|1|25.50
260328|BN000208|3|0.00
260328|12291834|1|25.08
260328|12323614|1|22.00
260328|12266894|1|25.50
260346|12221085|1|14.44
260346|12266894|1|25.50
260346|12323614|1|22.00
260346|12330319|2|10.82
260346|BN000208|3|0.00
260346|BN000206|1|0.00
260346|12374032|1|25.50
260346|12370836|1|26.68
260346|12342970|1|22.37
260346|12338581|1|25.15
260346|12340511|1|16.01
260346|12341298|2|30.51
260357|12323614|1|22.00
260357|12260258|2|28.32
260357|12112702|3|58.78
260371|12262529|3|15.01
260371|12266894|1|25.50
260371|12276821|1|18.33
260371|12323614|1|22.00
260371|12291834|1|25.08
260371|12307075|1|7.33
260371|12302494|1|15.46
260371|12341117|1|24.20
260371|12341298|1|15.26
260371|12338581|1|25.15
260371|12374032|1|25.50
260371|BN000208|3|0.00
260404|BN000208|3|0.00
260404|12374032|1|25.50
260404|12302494|1|15.46
260404|12307075|1|7.33
260404|12276821|1|18.33
260404|12266894|1|25.50
260435|12266894|1|25.50
260435|12262529|2|10.01
260435|12302494|1|15.46
260435|12291834|1|25.08
260435|12323614|1|22.00
260435|12370836|1|26.68
260435|BN000208|3|0.00
260435|BN000211|1|0.00
260435|12330319|3|16.23
260435|12340511|1|16.01
260435|12341298|1|15.26
260435|12354527|1|26.95
260435|12342970|1|22.37
260435|12357039|6|9.42
260455|12365968|1|21.79
260455|12339724|1|7.32
260455|BN000210|2|0.00
260455|12370836|1|26.68
260455|12188190|1|3.00
260455|12234462|2|15.48
260455|12266894|1|25.50
260492|12266894|1|25.50
260492|12330319|1|5.40
260492|12341298|1|15.26
260511|3401003361|2|2.27
260511|3401003378|2|2.27
260511|12291834|1|25.08
260511|12266894|1|25.50
260516|12291834|1|25.08
260516|12341298|1|15.26
260518|12357039|12|18.83
260518|12170579|1|15.03
260539|12170579|6|90.18
260539|12162636|1|10.20
260539|12180615|4|11.68
260539|12188190|2|5.99
260539|12266894|3|76.50
260539|12276821|1|18.33
260539|12291834|1|25.08
260539|12323614|2|44.00
260539|12341117|1|24.20
260539|12340511|1|16.01
260539|12380801|2|10.24
260539|BN000208|3|0.00
260599|BN000208|3|0.00
260599|12380801|1|5.12
260599|12394215|1|4.51
260599|12338581|1|25.15
260599|12342970|1|22.37
260599|12357039|6|9.42
260599|12323614|1|22.00
260599|12330319|2|10.82
260599|12307075|2|14.66
260599|12276821|1|18.33
260599|12291834|2|50.15
260599|12262529|1|5.00
260599|12266894|1|25.50
260626|12276821|1|18.33
260626|12323614|1|22.00
260698|12338581|1|25.15
260714|12370836|1|26.68
260714|12302494|1|15.46
260737|12330319|1|5.40
260737|12276820|1|16.96
260737|12188190|1|3.00
260737|12180615|3|8.76
260737|12370836|1|26.68
260737|12380801|1|5.12
260737|12357039|6|9.42
260758|12338581|1|25.15
260758|12302494|1|15.46
260771|12307075|1|7.33
260771|12357039|3|4.71
260777|12291834|1|25.08
260777|12330319|1|5.40
260777|12323614|1|22.00
260786|12323614|2|44.00
260786|12291834|1|25.08
260786|12302494|3|46.37
260786|12266894|2|51.00
260786|BN000024|1|0.00
260786|12370836|1|26.68
260786|12374032|1|25.50
260786|BN000208|6|0.00
260818|BN000208|3|0.00
260818|12374032|1|25.50
260818|12341117|1|24.20
260818|12341298|1|15.26
260818|12266894|2|51.00
260818|12221085|1|14.44
260818|12302494|1|15.46
260818|12307075|1|7.33
260818|12323614|1|22.00
260834|12234462|1|7.74
260860|12221085|1|14.44
260860|12266894|2|51.00
260860|12276821|1|18.33
260860|12323614|2|44.00
260860|12302494|1|15.46
260860|12291834|1|25.08
260860|12341298|1|15.26
260860|12341117|1|24.20
260860|12340511|1|16.01
260860|12338581|1|25.15
260860|12365968|1|21.79
260860|12342970|1|22.37
260860|12374032|1|25.50
260860|12370836|1|26.68
260860|BN000209|8|0.00
260863|12323614|1|22.00
260863|12266894|1|25.50
260872|12266894|1|25.50
260872|12323614|1|22.00
260872|12330319|2|10.82
260872|12307075|2|14.66
260872|BN000208|3|0.00
260872|BN000211|1|0.00
260872|12380801|2|10.24
260872|12348027|1|17.81
260872|12354527|1|26.95
260872|12342970|1|22.37
260872|12370836|1|26.68
260872|12340511|1|16.01
260899|12370836|1|26.68
260899|12291834|1|25.08
260899|12330319|1|5.40
260908|12330319|2|10.82
260908|12276821|1|18.33
260908|12291834|1|25.08
260908|12423857|1|21.95
260908|BN000210|2|0.00
260908|12341117|1|24.20
260908|12370836|1|26.68
260917|12357039|6|9.42
260917|12307075|1|7.33
260929|12291834|1|25.08
260929|12330319|1|5.40
260929|12323614|1|22.00
260929|12180615|3|8.76
260929|12112702|2|39.72
260929|12340511|1|16.01
260929|12341298|1|15.26
260929|BN000210|2|0.00
260941|12234462|1|7.74
260985|12221085|1|14.44
260985|12291834|1|25.08
260985|12276820|1|16.96
260985|12307075|1|7.33
260985|BN000208|3|0.00
260985|12370836|1|26.68
260985|12340511|1|16.01
260985|12338581|1|25.15
260985|12357039|6|9.42
260985|12342970|1|22.37
260985|12354527|2|53.90
261028|12330319|1|5.40
261028|12262529|1|5.00
261041|12276820|1|16.96
261041|12330319|3|16.23
261041|12357039|6|9.42
261041|12341298|1|15.26
261041|3401003354|6|6.80
261041|12380801|1|5.12
261041|3401003378|6|6.80
261041|BN000211|1|0.00
261129|12266894|1|25.50
261139|12262529|1|5.00
261139|12307075|1|7.33
261139|12302494|2|30.92
261139|BN000024|1|0.00
261139|12381789|1|3.04
261139|12341117|1|24.20
261139|12340511|1|16.01
261139|12357039|12|18.83
261158|12357039|6|9.42
261158|12340511|1|16.01
261158|12291834|1|25.08
261166|12302494|1|15.46
261176|12330319|1|5.40
261176|12323614|1|22.00
261176|12266894|1|25.50
261176|12357039|6|9.42
261177|12342970|1|22.37
261177|BN000210|2|0.00
261177|BN000206|1|0.00
261177|12291834|1|25.08
261177|12266894|1|25.50
261177|12307075|1|7.33
261187|12323614|1|22.00
261187|12180615|2|5.84
261234|12266894|1|25.50
261234|12262529|2|10.01
261234|BN000210|2|0.00
261234|BN000024|1|0.00
261234|12342970|1|22.37
261250|12370836|1|26.68
261250|BN000211|1|0.00
261250|12262529|2|10.01
261250|12323614|1|22.00
261250|12325763|1|4.00
261250|12330319|1|5.40
261323|12307075|1|7.33
261323|12302494|1|15.46
261323|12381789|1|3.04
261323|12342970|1|22.37
261323|12341298|1|15.26
261334|12341298|15|228.86
261334|12354527|1|26.95
261334|12342970|2|44.75
261334|BN000024|2|0.00
261334|BN000024|1|0.00
261334|12374032|1|25.50
261334|BN000211|2|0.00
261334|BN000206|2|0.00
261334|BN000209|8|0.00
261334|12302494|5|77.29
261334|12330319|18|97.39
261334|12314295|6|137.69
261334|12112702|6|119.16
261334|12221085|1|14.44
261334|12276821|3|54.98
261335|12221085|1|14.44
261335|12340511|1|16.01
261349|BN000211|1|0.00
261349|12370836|1|26.68
261349|12291834|1|25.08
261350|12291834|1|25.08
261350|12276821|1|18.33
261350|12266894|1|25.50
261350|12323614|1|22.00
261350|12370836|1|26.68
261350|12374032|1|25.50
261350|BN000206|1|0.00
261350|BN000208|3|0.00
261350|12341298|2|30.51
261350|12340511|1|16.01
261362|12307075|3|22.00
261366|12307075|1|7.33
261366|12330319|1|5.40
261366|12180615|2|5.84
261366|12262529|1|5.00
261366|12339724|1|7.32
261366|12370836|1|26.68
261372|12266894|1|25.50
261388|12112702|1|19.86
261388|12307075|2|14.66
261431|12330319|1|5.40
261431|12314295|1|22.95
261431|12112702|1|19.86
261440|12266894|1|25.50
261440|12291834|2|50.15
261440|12323614|1|22.00
261440|12330319|6|32.46
261440|12370836|1|26.68
261440|12374032|1|25.50
261440|BN000208|3|0.00
261440|BN000211|2|0.00
261440|12339724|2|14.64
261440|12341117|1|24.20
261476|12340511|1|16.01
261476|12338581|1|25.15
261476|12348027|1|17.81
261476|12354527|1|26.95
261476|12342970|1|22.37
261476|12357039|6|9.42
261476|BN000211|2|0.00
261476|12370836|1|26.68
261476|BN000024|1|0.00
261476|BN000193|6|0.00
261476|12394215|1|4.51
261476|12394214|1|4.51
261476|12330319|6|32.46
261476|12307075|1|7.33
261476|12302494|2|30.92
261476|12291834|2|50.15
261476|12276821|1|18.33
261476|12276820|1|16.96
261476|12180615|3|8.76
261487|12291834|1|25.08
261487|12370836|1|26.68
261488|12370836|1|26.68
261488|12340511|1|16.01
261488|12291834|1|25.08
261488|12307075|1|7.33
261497|12302494|1|15.46
261497|12330319|1|5.40
261497|12323614|1|22.00
261497|12188190|1|3.00
261497|12339724|1|7.32
261516|12340511|1|16.01
261516|12341298|1|15.26
261516|BN000210|2|0.00
261516|12266894|1|25.50
261516|12276821|1|18.33
261516|12330319|2|10.82
261516|12302494|1|15.46
261516|12307075|1|7.33
261529|12323614|1|22.00
261529|12338581|1|25.15
261529|12370836|1|26.68
261533|12370836|1|26.68
261533|BN000211|1|0.00
261533|12330319|3|16.23
261535|12323614|1|22.00
261535|12266894|1|25.50
261554|12266894|1|25.50
261554|12291834|1|25.08
261554|12330319|3|16.23
261554|BN000211|1|0.00
261554|BN000208|3|0.00
261554|12374032|1|25.50
261554|12370836|1|26.68
261554|12357039|6|9.42
261554|12342970|1|22.37
261554|12341117|1|24.20
261563|12348027|1|17.81
261563|12307075|1|7.33
261563|12188190|1|3.00
261567|12262529|1|5.00
261567|12307075|1|7.33
261568|12330319|2|10.82
261568|12266894|1|25.50
261568|12112702|1|19.86
261568|12291834|1|25.08
261568|12370836|1|26.68
261568|3401003378|3|3.40
261568|3401003361|3|3.40
261568|BN000210|2|0.00
261569|12342970|1|22.37
261569|12276821|1|18.33
261572|12262529|3|15.01
261572|12370836|1|26.68
261572|12357039|56|87.89
261572|BN000210|2|0.00
261572|BN000211|2|0.00
261572|12381789|3|9.15
261572|12374032|2|51.00
261628|BN000206|1|0.00
261628|12341298|2|30.51
261628|12266894|1|25.50
261628|12307075|1|7.33
261629|12330319|1|5.40
261629|12221085|1|14.44
261629|12341117|1|24.20
261629|12370836|1|26.68
261629|12342970|1|22.37
261629|BN000208|3|0.00
261629|12374032|1|25.50
261636|12291834|1|25.08
261671|12330319|1|5.40
261671|12323614|1|22.00
261706|12323614|1|22.00
261706|12330319|1|5.40
261706|12307075|1|7.33
261706|12291834|1|25.08
261706|12266894|1|25.50
261706|BN000210|2|0.00
261756|12380801|1|5.12
261756|12180615|4|11.68
261756|12276820|1|16.96
261773|12266894|1|25.50
261811|12262529|1|5.00
261811|12221085|1|14.44
261826|12266894|1|25.50
261826|12291834|1|25.08
261853|12266894|1|25.50
261853|12302494|1|15.46
261866|12323614|1|22.00
261866|12266894|1|25.50
261866|12291834|1|25.08
261866|BN000210|2|0.00
261866|12342970|1|22.37
261866|12339724|1|7.32
261889|12338581|2|50.30
261889|BN000210|2|0.00
261889|12412409|1|15.34
261889|12276820|1|16.96
261914|12170579|1|15.01
261914|12330319|1|5.40
261924|12291834|1|25.08
261948|12266894|1|25.50
261948|12302494|1|15.46
261949|12330319|1|5.40
261949|12365968|1|21.79
261949|12357039|12|18.83
261965|12370836|1|26.68
261992|12342970|1|22.37
261992|BN000206|1|0.00
262006|12381789|2|6.10
262006|12374032|1|25.50
262006|12340511|1|16.01
